condition_id,split,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,source_path,source_row_count,finite_value_pass,forward_mean_te_deg,backward_mean_te_deg,signed_mean_gap_deg,absolute_mean_gap_deg,absolute_mean_gap_arcmin,raw_pair_rmse_deg,centered_pair_rmse_deg,centered_pair_correlation,forward_peak_to_peak_deg,backward_peak_to_peak_deg,peak_to_peak_difference_deg,slope_pair_rmse_deg_per_deg,gap_zero_crossing_count,target_derived_best_shift_deg,target_derived_aligned_centered_rmse_deg,harmonic_1_phase_gap_rad,harmonic_3_phase_gap_rad,harmonic_39_phase_gap_rad,harmonic_40_phase_gap_rad,harmonic_78_phase_gap_rad,harmonic_81_phase_gap_rad,offline_gap_proxy_only
speed_1600rpm__torque_100Nm__temperature_25degC,train,1600.0,100.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm100.0Nm25.0deg.csv,12150,True,-0.02942673422960343,-0.014398193291231518,-0.015028540938371911,0.015028540938371911,0.9017124563023147,0.015289607917988701,0.002813372984426771,0.9745839510989821,0.04595099065373572,0.04727823543860697,-0.0013272447848712496,0.007122466904029977,0,4.21875,0.0018770111903500593,0.0025296065435513274,0.036105998549525564,0.2056118426129845,0.4646820309978917,0.7523590799410707,0.24313573814178432,True
speed_1600rpm__torque_100Nm__temperature_30degC,train,1600.0,100.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm100.0Nm30.0deg.csv,12150,True,-0.019387371387551207,-0.0022653506060026827,-0.017122020781548525,0.017122020781548525,1.0273212468929116,0.019079170774457088,0.00841731321723969,0.793186910570519,0.05173394009465105,0.0523516861280867,-0.0006177460334356524,0.02287072664879311,0,0.87890625,0.0019293716457878477,0.010484256945290425,0.09603176766056509,0.1928691824839148,0.5267168447059027,0.5865524309969972,0.6158737653811621,True
speed_1600rpm__torque_100Nm__temperature_35degC,train,1600.0,100.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm100.0Nm35.0deg.csv,12150,True,-0.023008017893878338,-0.006702992402514035,-0.016305025491364304,0.016305025491364304,0.9783015294818582,0.02002966298671501,0.011633294592992198,0.6330257341791947,0.05723781559913352,0.05312523111313285,0.004112584486000666,0.031595876922536674,162,1.0546875,0.0019986775140731247,0.010803513574390775,0.07391913406078943,0.312796221280343,0.39074663791727826,0.7626953828799831,0.5214910262983428,True
speed_1600rpm__torque_200Nm__temperature_25degC,train,1600.0,200.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm200.0Nm25.0deg.csv,12150,True,-0.032186875983607435,-0.010468948713522674,-0.02171792727008476,0.02171792727008476,1.3030756362050857,0.02186733155782628,0.0025518276883860548,0.9790598165741264,0.0443185809789082,0.04728416105330013,-0.0029655800743919325,0.006547755810191159,0,4.39453125,0.0019393639215021016,0.00046335084986585603,0.013895271316820777,0.05966591002901423,0.41459832760418325,0.6678539440279112,0.2848579981168212,True
speed_1600rpm__torque_200Nm__temperature_35degC,train,1600.0,200.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm200.0Nm35.0deg.csv,12150,True,-0.033819230007779505,-0.009976671145376183,-0.023842558862403322,0.023842558862403322,1.4305535317441993,0.026464675393719533,0.011485270157370131,0.6405395353120454,0.05583266657026074,0.05199518396251518,0.0038374826077455584,0.0312527620990967,0,1.0546875,0.002087914369316196,0.01133338137927319,0.053242506124906885,0.19852745401400052,0.29841725423438875,0.07050079513229918,0.8379884588676252,True
speed_1600rpm__torque_300Nm__temperature_25degC,train,1600.0,300.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm300.0Nm25.0deg.csv,12150,True,-0.03606174524123276,-0.00741390463663755,-0.02864784060459521,0.02864784060459521,1.7188704362757128,0.02873853261626286,0.0022813341775614142,0.9832585662887577,0.044813182150735716,0.0475391591810178,-0.002725977030282087,0.006073601485405207,0,4.39453125,0.0019276353723707295,0.00536668932796419,0.0967739971565913,0.2924356554225247,0.3627114166675434,0.4211577762885387,0.9215637759123714,True
speed_1600rpm__torque_400Nm__temperature_35degC,train,1600.0,400.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm400.0Nm35.0deg.csv,12150,True,-0.03428462442967817,0.004909936065908525,-0.03919456049558669,0.03919456049558669,2.3516736297352017,0.04085084640922416,0.01151425550818711,0.6365668177567998,0.054393698881994544,0.05363653193688844,0.0007571669451061011,0.03125482038466265,0,1.0546875,0.001669527963010878,0.012321182410203912,0.03792475781445192,0.3167608257335639,0.23157392578747468,0.09016997387474637,0.9978996874365988,True
speed_1600rpm__torque_500Nm__temperature_25degC,train,1600.0,500.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm500.0Nm25.0deg.csv,12150,True,-0.04389805759087903,-0.0007199621072090509,-0.04317809548366998,0.04317809548366998,2.5906857290201986,0.043224435412757174,0.0020009715526950783,0.9870757532227703,0.04434426349730191,0.047786855885918314,-0.003442592388616404,0.005563851757227457,0,-4.74609375,0.001976720829481882,0.012634887637543054,0.24487578439313218,0.6729066868668905,0.23600369756185857,0.18183818970715152,0.8021589732106019,True
speed_1600rpm__torque_600Nm__temperature_25degC,train,1600.0,600.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm600.0Nm25.0deg.csv,12150,True,-0.04674772560864758,0.0031494444119522474,-0.049897170020599825,0.049897170020599825,2.9938302012359896,0.04994170794901463,0.00210870026320108,0.985639883574109,0.04401922136116981,0.04680818662685697,-0.002788965265687164,0.006010559460660259,0,-4.74609375,0.0021049190936472794,0.01413019547256138,0.3266061604107642,0.984377453777481,0.18581870621855462,0.11351877032075108,0.7802537705393671,True
speed_1600rpm__torque_600Nm__temperature_30degC,train,1600.0,600.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm600.0Nm30.0deg.csv,12150,True,-0.04846611701403404,0.004193848294409434,-0.052659965308443475,0.052659965308443475,3.1595979185066083,0.05423668053778666,0.01298251013754489,0.5635357476001449,0.05620343259473817,0.059108571545526886,-0.002905138950788713,0.03526157317509823,0,-1.23046875,0.002394976732585035,0.01700779952330519,0.18722058239706163,0.7836517150848303,0.3335124712407872,0.14230962132579078,0.9399396802237991,True
speed_1600rpm__torque_700Nm__temperature_25degC,train,1600.0,700.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm700.0Nm25.0deg.csv,12150,True,-0.05010107984882325,0.006376700880903888,-0.05647778072972714,0.05647778072972714,3.3886668437836285,0.056521917580878704,0.002233260142595802,0.9839330028545494,0.04512259886672966,0.04711184837690384,-0.001989249510174179,0.0064288430608350254,0,-4.5703125,0.0021432806785745325,0.013521007081420372,0.4128546261412629,1.193927825728333,0.26491071679678896,0.06543736731302108,0.7244743332777615,True
speed_1600rpm__torque_700Nm__temperature_35degC,train,1600.0,700.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm700.0Nm35.0deg.csv,12150,True,-0.04620914207958401,0.014766277983051997,-0.060975420062636,0.060975420062636,3.65852520375816,0.06255050112421215,0.013948596312000398,0.5075184953578444,0.058061572568285494,0.05798003550311183,8.153706517366466e-05,0.037874241671102975,0,1.0546875,0.0021954679468553636,0.02134555230892712,0.31788044584935893,1.1467414557027489,0.33969220231809066,0.2550968418874148,1.112078144156534,True
speed_1600rpm__torque_800Nm__temperature_30degC,train,1600.0,800.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm800.0Nm30.0deg.csv,12150,True,-0.05573083389036666,0.01155486994794458,-0.06728570383831124,0.06728570383831124,4.037142230298675,0.06888335459460856,0.01474959657718297,0.47198888928383265,0.05893248568878863,0.06148335928937135,-0.0025508736005827176,0.040056994304631166,0,-3.515625,0.0025480463067202356,0.019212222978240205,0.3731792722273337,1.3355468998536748,0.33774813289893535,0.24939422763517055,1.1200797338982154,True
speed_1600rpm__torque_800Nm__temperature_35degC,train,1600.0,800.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm800.0Nm35.0deg.csv,12150,True,-0.048689084267929394,0.019343216869579696,-0.06803230113750909,0.06803230113750909,4.081938068250546,0.06959509865635896,0.01466573417608597,0.46914350857859377,0.060150866006388,0.0591617488243702,0.0009891171820178013,0.03981291334399557,0,1.0546875,0.0021297019373583115,0.02102379002734463,0.370176444615931,1.3774201940413162,0.34114885666647066,0.2921519166656737,1.2250442899588025,True
speed_1600rpm__torque_900Nm__temperature_25degC,train,1600.0,900.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm900.0Nm25.0deg.csv,12150,True,-0.05633867165728358,0.01427608899445271,-0.07061476065173629,0.07061476065173629,4.236885639104178,0.07066103762495339,0.0025569153941956174,0.9789503713655684,0.04602951951626648,0.0480000671280356,-0.0019705476117691245,0.00776984017014021,0,-4.5703125,0.002382319755833261,0.0162016464126971,0.5712628761376859,1.6597427106745666,0.1852863106844751,0.03239826347465735,0.8673332510814359,True
speed_1600rpm__torque_900Nm__temperature_30degC,train,1600.0,900.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm900.0Nm30.0deg.csv,12150,True,-0.051983598681715024,0.021774095700370408,-0.07375769438208543,0.07375769438208543,4.425461662925126,0.07539276338234893,0.015616378897354413,0.42343501859180754,0.060024436235146736,0.0618282385134955,-0.0018038022783487609,0.04239085883529227,0,-1.23046875,0.0025640974234203747,0.01946825915274603,0.41012175004962903,1.498397326092889,0.3516736252599799,0.2520822097647741,1.0651066911534122,True
speed_1600rpm__torque_900Nm__temperature_35degC,train,1600.0,900.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm900.0Nm35.0deg.csv,12150,True,-0.05273117287383356,0.022764965827796788,-0.07549613870163036,0.07549613870163036,4.529768322097821,0.07703657283018318,0.01532862011285783,0.43530669243555553,0.060602319881858824,0.06117185163101673,-0.0005695317491579074,0.041608749737936365,0,1.0546875,0.0024463608101535717,0.022937071034231038,0.41174915710595617,1.5678199372597728,0.3055299048010653,0.3179467585176227,1.2268698118145447,True
speed_1600rpm__torque_1000Nm__temperature_25degC,train,1600.0,1000.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1000.0Nm25.0deg.csv,12150,True,-0.05863823593284605,0.014669902617598155,-0.0733081385504442,0.0733081385504442,4.398488313026652,0.07336820556235639,0.0029682334323735717,0.9718174289848039,0.04590788978901816,0.047713326081728,-0.001805436292709843,0.007762404601179863,0,-4.5703125,0.0025874801270461896,0.021726733320671387,0.6748443977314902,1.6661618154499407,0.19091234772535381,0.11787296096794764,0.7049061701272894,True
speed_1600rpm__torque_1000Nm__temperature_30degC,train,1600.0,1000.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1000.0Nm30.0deg.csv,12150,True,-0.05524211084911339,0.025882774157329584,-0.08112488500644296,0.08112488500644296,4.867493100386578,0.08275289614093753,0.016333856017615576,0.3892276039375376,0.061275652688207546,0.06426715008262557,-0.0029914973944180218,0.04431959236157674,0,-1.23046875,0.0028661698435796476,0.020714908939250883,0.5409013790677915,1.7059650434971558,0.32358988803399547,0.2895664218997338,1.1045315347916838,True
speed_1600rpm__torque_1000Nm__temperature_35degC,train,1600.0,1000.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1000.0Nm35.0deg.csv,12150,True,-0.054121795920166714,0.02489167524546236,-0.07901347116562907,0.07901347116562907,4.7408082699377445,0.08127829882613234,0.019053431040848518,0.24577962624283947,0.0669589073728565,0.06578083411760301,0.0011780732552534867,0.05170347933580612,0,-1.0546875,0.0027078337305187937,0.017972850138852615,0.5575286259636631,1.7140202621060827,0.250885177568861,0.15976486773862822,1.2505185304442528,True
speed_1600rpm__torque_1100Nm__temperature_25degC,train,1600.0,1100.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1100.0Nm25.0deg.csv,12150,True,-0.06295180893079527,0.01915151184485992,-0.08210332077565519,0.08210332077565519,4.926199246539311,0.08216502408778972,0.003183692974664985,0.9677041580815964,0.04722943959278873,0.04834133076033274,-0.0011118911675440102,0.008872698249016889,0,-4.39453125,0.002750238809598053,0.019368288054318734,0.7213464165584897,1.9041451654349313,0.04810412332605807,0.007151570558710185,0.8311487063649898,True
speed_1600rpm__torque_1100Nm__temperature_30degC,train,1600.0,1100.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1100.0Nm30.0deg.csv,12150,True,-0.06338217663735986,0.02440122723835037,-0.08778340387571024,0.08778340387571024,5.2670042325426145,0.08949986805772786,0.017444207816482746,0.3321165865048701,0.06402733981186139,0.06654036578245856,-0.002513025970597174,0.04730807761641861,0,-1.23046875,0.003146341416617242,0.01835306617059835,0.6034166026098908,1.8860584753143685,0.38399159339963373,0.2927647052273054,1.2353574040355686,True
speed_1600rpm__torque_1100Nm__temperature_35degC,train,1600.0,1100.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1100.0Nm35.0deg.csv,12150,True,-0.06077944158313421,0.02621986810168239,-0.0869993096848166,0.0869993096848166,5.219958581088997,0.08901719165860454,0.018846233712604445,0.2558268466604215,0.06571034805180327,0.06712598797531649,-0.0014156399235132205,0.0511111237390563,0,-3.33984375,0.0029149275481445344,0.02767574235643609,0.5747783325622595,1.9569809817381183,0.34570528623804875,0.23485125478757665,1.199238993007915,True
speed_1600rpm__torque_1200Nm__temperature_25degC,train,1600.0,1200.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1200.0Nm25.0deg.csv,12150,True,-0.06623840335559947,0.023703930523964,-0.08994233387956346,0.08994233387956346,5.396540032773808,0.09001151086833194,0.003528266585303556,0.9604350663185865,0.04744000180224732,0.04904208867552188,-0.0016020868732745594,0.009788693379504766,0,-4.39453125,0.002920000991644663,0.01520025798946517,0.7464657102733214,2.0380413316851955,0.2162086105473887,0.04796310521604907,0.9248703504630985,True
speed_1600rpm__torque_1200Nm__temperature_30degC,train,1600.0,1200.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1200.0Nm30.0deg.csv,12150,True,-0.06295543318621195,0.032096203174623014,-0.09505163636083497,0.09505163636083497,5.703098181650098,0.0967848580846917,0.01823445035095679,0.29359929778081734,0.06622866056313888,0.06782023777000354,-0.001591577206864661,0.049417897565096965,0,-1.23046875,0.0033903083345716302,0.021855257743892752,0.6348338787204006,2.0905444529347963,0.2500797809434804,0.31497819013572237,1.3377889883739273,True
speed_1600rpm__torque_1200Nm__temperature_35degC,train,1600.0,1200.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1200.0Nm35.0deg.csv,12150,True,-0.06150284930235033,0.03319878801079135,-0.09470163731314168,0.09470163731314168,5.682098238788501,0.09663409857435325,0.019228855854886276,0.23791634517899665,0.06784579051460032,0.06794754537584452,-0.00010175486124419653,0.05212800715367149,0,-3.33984375,0.0030485399259436784,0.025696006792014323,0.6773728016466974,2.1127207447782497,0.21226540034211278,0.2719315809730527,1.2774323287314029,True
speed_1600rpm__torque_1300Nm__temperature_25degC,train,1600.0,1300.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1300.0Nm25.0deg.csv,12150,True,-0.07032630582388705,0.027199354810111022,-0.09752566063399806,0.09752566063399806,5.851539638039884,0.09760049234143497,0.0038212070334839054,0.9538223304396775,0.050132817523665545,0.04970569507206368,0.0004271224516018621,0.010327828026949143,0,0.3515625,0.003069254421745515,0.021121096690547445,0.8607317550928073,2.2050324141989326,0.3034590998187268,0.10369491894970118,0.8886550974171563,True
speed_1600rpm__torque_1300Nm__temperature_30degC,train,1600.0,1300.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1300.0Nm30.0deg.csv,12150,True,-0.07343739367531726,0.029367043811265245,-0.10280443748658251,0.10280443748658251,6.168266249194951,0.10454100401817669,0.018975488246571744,0.2624237840024589,0.067676521883916,0.06924481247622295,-0.0015682905923069534,0.05140142078212749,0,-3.515625,0.003619520659408548,0.02068823704076645,0.6853153849199982,2.1847767606710886,0.43217989698603937,0.3425090152267234,1.2549644301626355,True
speed_1600rpm__torque_1400Nm__temperature_25degC,train,1600.0,1400.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1400.0Nm25.0deg.csv,12150,True,-0.07303117051486216,0.030212162553534115,-0.10324333306839628,0.10324333306839628,6.194599984103776,0.10333021128958404,0.004236359531280709,0.9436188330302382,0.05128473854575643,0.0508618668567519,0.00042287168900453226,0.011247322809827225,0,-4.21875,0.0032865328417094803,0.018928254483705262,0.8851690563795784,2.3333246321711902,0.375317856612746,0.10865780851967333,0.8713293049746764,True
speed_1600rpm__torque_1400Nm__temperature_30degC,train,1600.0,1400.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1400.0Nm30.0deg.csv,12150,True,-0.06991114837005682,0.040129847371072655,-0.11004099574112948,0.11004099574112948,6.602459744467769,0.11184842566750403,0.020026222324739548,0.21389483667218312,0.06973717234331792,0.07235824093122621,-0.0026210685879082957,0.054232827423817055,0,-3.515625,0.0037461601090266997,0.02382965876664352,0.792457496768288,2.327014509221144,0.4726186508578936,0.3718487861814244,1.3370922554130689,True
speed_1600rpm__torque_1400Nm__temperature_35degC,train,1600.0,1400.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1400.0Nm35.0deg.csv,12150,True,-0.07047402535856462,0.03969596019041019,-0.11016998554897481,0.11016998554897481,6.610199132938488,0.11204931886400511,0.020435854325820877,0.1841418607615402,0.07066839674877048,0.07200182225509102,-0.0013334255063205402,0.055360330410566067,0,-3.33984375,0.003601521958458386,0.019671047410922377,0.7091386297190292,2.317818485396097,0.33127720521536463,0.34102996250331585,1.4598138198822057,True
speed_1600rpm__torque_1500Nm__temperature_25degC,train,1600.0,1500.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1500.0Nm25.0deg.csv,12150,True,-0.07479246560139603,0.031229744971338763,-0.1060222105727348,0.1060222105727348,6.3613326343640875,0.10611497916450108,0.004436177222923028,0.9385768395151337,0.04980030126817407,0.05074285337444684,-0.0009425521062727676,0.011627909187373067,0,-4.21875,0.0034356580427313925,0.02324165255008069,0.9112276373831709,2.381039359273906,0.3740146989947612,0.021619717999166288,0.9741845816734213,True
speed_1600rpm__torque_1500Nm__temperature_30degC,train,1600.0,1500.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1500.0Nm30.0deg.csv,12150,True,-0.0696110362968347,0.04255910012357901,-0.11217013642041371,0.11217013642041371,6.730208185224822,0.11461856061428231,0.0235642723782358,0.048719432845859896,0.07601808437997812,0.0769633124825019,-0.0009452281025237874,0.06382756536765133,0,-5.625,0.004048948033740286,0.026771075548168155,0.8856539823321308,2.396404750968204,0.48912974428049044,0.20757756244559916,1.2804457251855585,True
speed_1600rpm__torque_1500Nm__temperature_35degC,train,1600.0,1500.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1500.0Nm35.0deg.csv,12150,True,-0.07292752653398193,0.04460973279142241,-0.11753725932540435,0.11753725932540435,7.052235559524261,0.11946982640548384,0.021401684317573992,0.14314184122457033,0.07259533209136909,0.07287022437510535,-0.0002748922837362555,0.05797050487079237,0,-3.33984375,0.004028840267147783,0.02123917744017404,0.8300499589670658,2.3817992756571464,0.5200466209645165,0.3587680282956036,1.4535402096503984,True
speed_1600rpm__torque_1600Nm__temperature_25degC,train,1600.0,1600.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1600.0Nm25.0deg.csv,12150,True,-0.07907257427286805,0.03641209690742768,-0.11548467118029573,0.11548467118029573,6.929080270817744,0.11559693121147115,0.0050932531734209615,0.9194911101921666,0.05144842645928996,0.05186350397297058,-0.0004150775136806187,0.013394256881393644,0,-4.04296875,0.0036957554310022432,0.017395873478645865,0.9915207862848681,2.486157088689677,0.12650709431266102,0.05699225682746955,0.9713348109768569,True
speed_1600rpm__torque_1600Nm__temperature_35degC,train,1600.0,1600.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1600.0Nm35.0deg.csv,12150,True,-0.07710368069032034,0.047878049863534486,-0.12498173055385482,0.12498173055385482,7.49890383323129,0.1269648790163967,0.022352796948299024,0.10449441116328972,0.0745145886954307,0.07575725102797423,-0.001242662332543526,0.060543852690539586,0,-3.33984375,0.004383911151789026,0.021801932113769185,0.859393188193609,2.5013168392898533,0.6780340580720848,0.38264470333840234,1.530205908455207,True
speed_1600rpm__torque_1700Nm__temperature_25degC,train,1600.0,1700.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1700.0Nm25.0deg.csv,12150,True,-0.08296948357714357,0.04051374345121865,-0.12348322702836222,0.12348322702836222,7.408993621701733,0.12360334622680608,0.005447920807578787,0.9080505540514847,0.05191936249866832,0.05152230689239099,0.0003970556062773273,0.01429804970365203,0,0.703125,0.0038047809055873076,0.018913916172877257,1.0234453190733732,2.5074021130975157,0.07774736670890718,0.11272265606408971,1.0378449338486035,True
speed_1600rpm__torque_1800Nm__temperature_25degC,train,1600.0,1800.0,25.0,data/simplified_dataset/Test_25degree/1600rpm/1600.0rpm1800.0Nm25.0deg.csv,12150,True,-0.08772016843327245,0.04385700674042742,-0.13157717517369988,0.13157717517369988,7.894630510421993,0.13170645378352092,0.005834118745811681,0.895628296791923,0.053193139519876496,0.052758447804673134,0.00043469171520336275,0.015327983339220618,0,-3.8671875,0.003970374628989873,0.025309248118102628,1.0960108851577086,2.6850025154768025,0.03397515124065714,0.1684190859632241,1.2253338012003805,True
speed_1600rpm__torque_1800Nm__temperature_30degC,train,1600.0,1800.0,30.0,data/simplified_dataset/Test_30degree/1600rpm/1600.0rpm1800.0Nm30.0deg.csv,12150,True,-0.083465056726547,0.05471660708126079,-0.13818166380780778,0.13818166380780778,8.290899828468467,0.140381979036936,0.024757379215755458,0.024686860319819693,0.07984918427212764,0.08157822962535569,-0.0017290453532280425,0.06698523337181936,0,-7.91015625,0.005136540890489997,0.0336112575927079,1.0809610095001403,2.665766291653635,0.6376890132860057,0.37848187481816764,1.4439192718419307,True
speed_1600rpm__torque_1800Nm__temperature_35degC,train,1600.0,1800.0,35.0,data/simplified_dataset/Test_35degree/1600rpm/1600.0rpm1800.0Nm35.0deg.csv,12150,True,-0.08411866059146961,0.05546417086036653,-0.13958283145183614,0.13958283145183614,8.374969887110169,0.1417598786577953,0.024748663821733036,0.012027876815132206,0.07871282616957538,0.08034320638359638,-0.001630380214020996,0.06699105073311383,0,-5.625,0.0051161700086340915,0.03132200777612998,0.9956449780030916,2.694388832414166,0.9387602356810889,0.40299649735713566,1.5645412507587404,True
speed_1700rpm__torque_0Nm__temperature_30degC,train,1700.0,0.0,30.0,data/simplified_dataset/Test_30degree/1700rpm/1700.0rpm0.0Nm30.0deg.csv,11435,True,-0.027854356709855112,-0.019044023534805395,-0.008810333175049718,0.008810333175049718,0.528619990502983,0.008983779233105588,0.0017567921487180913,0.9898081104314816,0.04027937005724617,0.04162874112872306,-0.001349371071476889,0.004929231381194783,0,0.52734375,0.0012249559375489267,0.0003181137743232471,0.0370559094641707,0.657755718140111,0.5182452141960594,0.8348922430740079,0.016542669406541505,True
speed_1700rpm__torque_0Nm__temperature_35degC,train,1700.0,0.0,35.0,data/simplified_dataset/Test_35degree/1700rpm/1700.0rpm0.0Nm35.0deg.csv,11435,True,-0.025842331949728417,-0.01747989748234293,-0.008362434467385486,0.008362434467385486,0.5017460680431292,0.008560153863030731,0.0018291866874223565,0.9890441374743991,0.040411848948571125,0.04240449393163693,-0.001992644983065804,0.005121254471068254,0,0.52734375,0.0012696893774472521,0.002558065617816742,0.027351053061485997,0.7827629278959847,0.5228680780121324,0.8600686183517898,0.27552364286979425,True
speed_1700rpm__torque_100Nm__temperature_25degC,train,1700.0,100.0,25.0,data/simplified_dataset/Test_25degree/1700rpm/1700.0rpm100.0Nm25.0deg.csv,11436,True,-0.029430827655834595,-0.014453998673710415,-0.01497682898212418,0.01497682898212418,0.8986097389274508,0.015067853337223715,0.0016537224169397762,0.9909286215305091,0.04063154132530947,0.04290156277511169,-0.0022700214498022203,0.004569510367338025,0,0.3515625,0.0013548010282617633,0.0009026300525002712,0.0019889346640236116,0.2699352172228641,0.5235243552034128,0.6842241127002694,0.0919030234104026,True
speed_1700rpm__torque_100Nm__temperature_30degC,train,1700.0,100.0,30.0,data/simplified_dataset/Test_30degree/1700rpm/1700.0rpm100.0Nm30.0deg.csv,11436,True,-0.027219489543657913,-0.010228956084602708,-0.016990533459055206,0.016990533459055206,1.0194320075433123,0.017743837990158447,0.005115228186280234,0.9221590023364903,0.04914010195155568,0.05374520878566247,-0.004605106834106788,0.013708920184379449,0,0.0,0.005115228186280234,0.00932657102593654,0.13674404645495342,0.24195764519828744,0.5905416310410876,0.5156463702624993,0.34931488541443273,True
speed_1700rpm__torque_100Nm__temperature_35degC,train,1700.0,100.0,35.0,data/simplified_dataset/Test_35degree/1700rpm/1700.0rpm100.0Nm35.0deg.csv,11435,True,-0.02401986486371609,-0.006460933163973665,-0.017558931699742424,0.017558931699742424,1.0535359019845454,0.019020011500005957,0.007310591974945632,0.8554801567075975,0.048716747246213055,0.05883276664053536,-0.010116019394322308,0.019393153054638918,0,8.96484375,0.007110736659167174,0.0125087384357856,0.1315751686642659,0.19218973351604363,0.5973639779198369,0.36259984363136055,0.4292633137991583,True
speed_1700rpm__torque_300Nm__temperature_30degC,train,1700.0,300.0,30.0,data/simplified_dataset/Test_30degree/1700rpm/1700.0rpm300.0Nm30.0deg.csv,11435,True,-0.029895439814068205,0.0006444298575190464,-0.030539869671587252,0.030539869671587252,1.8323921802952352,0.031185195549292027,0.006311321722907866,0.8842679271029285,0.05114624099111095,0.05652574823851059,-0.005379507247399634,0.016828777226956467,0,8.7890625,0.005828586535725048,0.011781225667597863,0.036790796202293086,0.24063858677293434,0.36967031394866545,0.11323462538425197,0.8516048919430115,True
speed_1700rpm__torque_400Nm__temperature_25degC,train,1700.0,400.0,25.0,data/simplified_dataset/Test_25degree/1700rpm/1700.0rpm400.0Nm25.0deg.csv,11435,True,-0.03967293024368284,-0.0038134287891362297,-0.03585950145454661,0.03585950145454661,2.1515700872727965,0.0359106765618134,0.0019164672077923368,0.987812340138275,0.0400379167944868,0.041803417000491144,-0.0017655002060043418,0.005368881393283533,0,0.52734375,0.0014106440427095813,0.009956334207618546,0.16061545150422196,0.4564796732139278,0.4282908013402486,0.2791524768240239,0.8007579607119049,True
speed_1700rpm__torque_400Nm__temperature_35degC,train,1700.0,400.0,35.0,data/simplified_dataset/Test_35degree/1700rpm/1700.0rpm400.0Nm35.0deg.csv,11435,True,-0.035335032114670206,0.004658437844620023,-0.03999346995929023,0.03999346995929023,2.3996081975574137,0.04085596951594926,0.00835060511002201,0.8068269144448194,0.050522283112756854,0.057384148414726596,-0.006861865301969743,0.02222100927328108,0,8.61328125,0.005841143933018409,0.015147735734956076,0.05879441813697107,0.3925886525018798,0.34547584843187623,0.2362017671600988,0.9277606310153111,True
speed_1700rpm__torque_500Nm__temperature_25degC,train,1700.0,500.0,25.0,data/simplified_dataset/Test_25degree/1700rpm/1700.0rpm500.0Nm25.0deg.csv,11435,True,-0.042778689437422135,-0.0006598089309950324,-0.042118880506427106,0.042118880506427106,2.5271328303856264,0.04216604818068436,0.001993871626035775,0.9868435040193229,0.04057925019049022,0.04226064580532936,-0.0016813956148391401,0.005598538442809288,0,0.52734375,0.0015881845344121947,0.00982728597143173,0.21468825915116585,0.6165649555834016,0.32514156413669654,0.23089869250591094,0.8105242479534982,True
