condition_id,split,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,source_path,source_size_bytes,source_sha256
speed_1300rpm__torque_1600Nm__temperature_30degC,train,Fw,1300.0,1600.0,30.0,data/polished_dataset/forward/30degree/1300rpm/1300.0rpm1600.0Nm30.0deg.csv,1428920,13ece0bba1e2304da1184f01ae9a07a455d3b7874b27a21320431ca7a5a4e6be
speed_1300rpm__torque_1600Nm__temperature_35degC,train,Fw,1300.0,1600.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm1600.0Nm35.0deg.csv,1436841,7ed099f139d770c0524da66cdd193026f50ba3ee445982ae5d43e62468d90733
speed_1300rpm__torque_1700Nm__temperature_25degC,train,Fw,1300.0,1700.0,25.0,data/polished_dataset/forward/25degree/1300rpm/1300.0rpm1700.0Nm25.0deg.csv,1406117,eaf8399352b6aa571593d45356fc0eb21552d2ed8fa5d3cf44f1271b2ab43b32
speed_1300rpm__torque_1700Nm__temperature_30degC,train,Fw,1300.0,1700.0,30.0,data/polished_dataset/forward/30degree/1300rpm/1300.0rpm1700.0Nm30.0deg.csv,1419482,64b90865054a1883538a45fc1ca45c0ff6c4385ba38d5a5095df5e8c9d49b75d
speed_1300rpm__torque_1700Nm__temperature_35degC,train,Fw,1300.0,1700.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm1700.0Nm35.0deg.csv,1440954,dd6c185c3060430226aa791eb9c500bdab983eaf20b831bd1125b6cd91c2acbd
speed_1300rpm__torque_1800Nm__temperature_25degC,train,Fw,1300.0,1800.0,25.0,data/polished_dataset/forward/25degree/1300rpm/1300.0rpm1800.0Nm25.0deg.csv,1415119,aa790d741942b2dd4995a2023fb30a4dcae7a6c35e6acf9b1fbfd0255b254a21
speed_1300rpm__torque_1800Nm__temperature_35degC,train,Fw,1300.0,1800.0,35.0,data/polished_dataset/forward/35degree/1300rpm/1300.0rpm1800.0Nm35.0deg.csv,1435484,b215ea84f093cce51663e2ffab9c786777ab7349af46aefefd69cc8e9640131f
speed_1400rpm__torque_0Nm__temperature_30degC,train,Fw,1400.0,0.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm0.0Nm30.0deg.csv,1308767,fb6a67d9950eae75a7626a9472ad45239547c891a8a89a8f8c568b307e9f48ec
speed_1400rpm__torque_0Nm__temperature_35degC,train,Fw,1400.0,0.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm0.0Nm35.0deg.csv,1335503,3697ecc18370b45f7adc32c03ceb15291fda331a713da1b8f78914c7f5e92bb6
speed_1400rpm__torque_100Nm__temperature_25degC,train,Fw,1400.0,100.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm100.0Nm25.0deg.csv,1308197,278853215a7de05058952baae9d90fbecddc5beebce64748c809c95662835ec6
speed_1400rpm__torque_100Nm__temperature_30degC,train,Fw,1400.0,100.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm100.0Nm30.0deg.csv,1300522,28298f15203f5470c0039d60579d947c167695fd56646bb3075bf25189f81dde
speed_1400rpm__torque_100Nm__temperature_35degC,train,Fw,1400.0,100.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm100.0Nm35.0deg.csv,1339131,c47b32a743a2b56ad474970cf6cdc25b7a01a81141c403621015d63c904bb062
speed_1400rpm__torque_200Nm__temperature_30degC,train,Fw,1400.0,200.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm200.0Nm30.0deg.csv,1337279,3d5f46c0ece5cac66e0f5eecc27666120ba3cdb989b01666df309f09e423b03c
speed_1400rpm__torque_200Nm__temperature_35degC,train,Fw,1400.0,200.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm200.0Nm35.0deg.csv,1335985,2f494d49459750a6f51e9aab64cd1e67a7e4d66bf04a9443f231919b40c0d93b
speed_1400rpm__torque_300Nm__temperature_35degC,train,Fw,1400.0,300.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm300.0Nm35.0deg.csv,1333473,3e253b37b5ca03e666b31e5a7ddf87740adc4babb6dd074e315cd7bae907c5c8
speed_1400rpm__torque_400Nm__temperature_25degC,train,Fw,1400.0,400.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm400.0Nm25.0deg.csv,1261906,61826956a9f0aaa7029bcee505a40f6f0109a4600d64f53acc7af1450424b90a
speed_1400rpm__torque_400Nm__temperature_30degC,train,Fw,1400.0,400.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm400.0Nm30.0deg.csv,1321827,e47009fb7ffd0450627ff91b467ecfcd4550c0e36f280d34181e5a00814b9ee3
speed_1400rpm__torque_400Nm__temperature_35degC,train,Fw,1400.0,400.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm400.0Nm35.0deg.csv,1341991,e92898bb2855880ddacbd5b2f1cde18057dd3b0ea9261d02ac99a139679586c2
speed_1400rpm__torque_500Nm__temperature_25degC,train,Fw,1400.0,500.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm500.0Nm25.0deg.csv,1308879,87f6a05360e4747e9826ec0d97c3ac63308da9bfab713d08187aa7071d3cd945
speed_1400rpm__torque_500Nm__temperature_35degC,train,Fw,1400.0,500.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm500.0Nm35.0deg.csv,1337651,e2c51c7d6f86b82a4c069aef7ca759367b980a09ff676347d717e2e03d909011
speed_1400rpm__torque_600Nm__temperature_30degC,train,Fw,1400.0,600.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm600.0Nm30.0deg.csv,1310489,ca65202d817df4aed2372e25e5cf3b443711bced1fb9f3cb6f4a5d111783ee47
speed_1400rpm__torque_600Nm__temperature_35degC,train,Fw,1400.0,600.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm600.0Nm35.0deg.csv,1341014,64aeaa3b43af49c91aea8e330c8f7ed432381958880a17ad160f2f0e3eee863c
speed_1400rpm__torque_700Nm__temperature_25degC,train,Fw,1400.0,700.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm700.0Nm25.0deg.csv,1311572,5cbad43946bc4ae7ad7f09b283caf43dfd337d119b40567b90c246dec82987e6
speed_1400rpm__torque_700Nm__temperature_30degC,train,Fw,1400.0,700.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm700.0Nm30.0deg.csv,1323812,e689061491cde8b93d68c76391a6a16cd315c2962abc5bf3a6dc9e7a3357d048
speed_1400rpm__torque_700Nm__temperature_35degC,train,Fw,1400.0,700.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm700.0Nm35.0deg.csv,1339380,39f484ebe2163cc746624c2b6655b63859511e72c00eb53d9d1a8bee9a12a557
speed_1400rpm__torque_800Nm__temperature_30degC,train,Fw,1400.0,800.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm800.0Nm30.0deg.csv,1349005,1951e87346937567cf1676909314bb4e1fee27a36a7943d6790dc64e4db389b6
speed_1400rpm__torque_900Nm__temperature_25degC,train,Fw,1400.0,900.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm900.0Nm25.0deg.csv,1311400,b45f7280aa9e97f7042a4b4d9bab3cbffcd66b72c4a5b5c1e10f6ccbdeea65b8
speed_1400rpm__torque_900Nm__temperature_35degC,train,Fw,1400.0,900.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm900.0Nm35.0deg.csv,1345868,bbbb9a7f1fe573fa9fadfc932a16eb9b00abd88e8279777faf3d564c844f4f71
speed_1400rpm__torque_1000Nm__temperature_25degC,train,Fw,1400.0,1000.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1000.0Nm25.0deg.csv,1305533,6940bd2908f550a3167c8941ace8959524fa8537a13cb31b16ca504918c4e7c9
speed_1400rpm__torque_1000Nm__temperature_30degC,train,Fw,1400.0,1000.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1000.0Nm30.0deg.csv,1332814,88c3410f5ded4fc53196396fa3c99d424c6e85ce6034a3e76a17b58d29f68b01
speed_1400rpm__torque_1000Nm__temperature_35degC,train,Fw,1400.0,1000.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1000.0Nm35.0deg.csv,1334009,a95cda537e1575ea8557b56efdcce38f8771cf283b98835149fe92bdff6336de
speed_1400rpm__torque_1100Nm__temperature_25degC,train,Fw,1400.0,1100.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1100.0Nm25.0deg.csv,1298201,e99a1305a772b5cc01517744582921e433b5d6f55071982704f2d57b96f13202
speed_1400rpm__torque_1100Nm__temperature_30degC,train,Fw,1400.0,1100.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1100.0Nm30.0deg.csv,1301226,7440910063eb415c625ba357871904df48327f82735bcfcf78c822b5b272ec34
speed_1400rpm__torque_1200Nm__temperature_25degC,train,Fw,1400.0,1200.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1200.0Nm25.0deg.csv,1306569,52e914b3b2827b0c97774ca2b9e92083373f730eda620824cd1209c8929ec71d
speed_1400rpm__torque_1200Nm__temperature_30degC,train,Fw,1400.0,1200.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1200.0Nm30.0deg.csv,1300005,593ea7ac79dbbe3fb65070704ddd0204d140444fce7915b04940da86c1b42222
speed_1400rpm__torque_1200Nm__temperature_35degC,train,Fw,1400.0,1200.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1200.0Nm35.0deg.csv,1326017,f4f5f2c94fdc7b754999f8a6cfecd51977a6caabb88e7ff1b20d4ef60aaca00d
speed_1400rpm__torque_1300Nm__temperature_30degC,train,Fw,1400.0,1300.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1300.0Nm30.0deg.csv,1334990,2b7d9ff49d54090978ef5d5b9afdd86514eebf55a6183452a5b5ae845d65364b
speed_1400rpm__torque_1300Nm__temperature_35degC,train,Fw,1400.0,1300.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1300.0Nm35.0deg.csv,1342313,dd89b3ee9707f2df0f1f6a187687c43f6fab1e6da9da19fda7999c5707ef6b8c
speed_1400rpm__torque_1400Nm__temperature_30degC,train,Fw,1400.0,1400.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1400.0Nm30.0deg.csv,1298741,21b41f5bddf96376c6b38d3ace1a316a04028899ffa7c5cf6bd1f47b58c5597b
speed_1400rpm__torque_1500Nm__temperature_30degC,train,Fw,1400.0,1500.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1500.0Nm30.0deg.csv,1304604,99d0357c219c1179f18cc11d54caa1dfdbc84a905611d8fb35a0ad30f7a866b1
speed_1400rpm__torque_1600Nm__temperature_25degC,train,Fw,1400.0,1600.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1600.0Nm25.0deg.csv,1321736,010d5c24d93015aabdb5875ba72957d863c4a232f2d79ed1e94914b3eb6ed320
speed_1400rpm__torque_1600Nm__temperature_30degC,train,Fw,1400.0,1600.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1600.0Nm30.0deg.csv,1333278,9a9898591994d908aadc77b11595d8c536d6718f6a569981481f5f743e585eee
speed_1400rpm__torque_1600Nm__temperature_35degC,train,Fw,1400.0,1600.0,35.0,data/polished_dataset/forward/35degree/1400rpm/1400.0rpm1600.0Nm35.0deg.csv,1334776,f2f1742c04c5ec2fb63a138269bd5f4304e0a8e37a73cfc6c6c3845de2c91ab1
speed_1400rpm__torque_1700Nm__temperature_25degC,train,Fw,1400.0,1700.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1700.0Nm25.0deg.csv,1309174,2960bdb98b49ca569c24cd68f1c05cee42b04b3ca790b635c46c45b52e44fe1d
speed_1400rpm__torque_1700Nm__temperature_30degC,train,Fw,1400.0,1700.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1700.0Nm30.0deg.csv,1333769,fd67e058b50e6e734f7024398c8f5673595340edabc8a4ae6dac6ac5a7861df5
speed_1400rpm__torque_1800Nm__temperature_25degC,train,Fw,1400.0,1800.0,25.0,data/polished_dataset/forward/25degree/1400rpm/1400.0rpm1800.0Nm25.0deg.csv,1307435,bc1ebd3e26af4fbd50f1a53e4941144a15002cf83a46113fb3060be9e364bd73
speed_1400rpm__torque_1800Nm__temperature_30degC,train,Fw,1400.0,1800.0,30.0,data/polished_dataset/forward/30degree/1400rpm/1400.0rpm1800.0Nm30.0deg.csv,1314163,71facd1e6f6f7cdcc455a725cd9d6d93a10aa4bc6d1ac0f21ed8c47d04f85fdd
speed_1500rpm__torque_0Nm__temperature_30degC,train,Fw,1500.0,0.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm0.0Nm30.0deg.csv,1216754,4ba930289ae7ef7802753571f9f4193b27ba5939f035963f6acffc9851cab6f5
speed_1500rpm__torque_0Nm__temperature_35degC,train,Fw,1500.0,0.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm0.0Nm35.0deg.csv,1246342,2fdc1d2900346a84d146b1be79cc514e9b7548c6be74e825cc8d66f4f974046f
speed_1500rpm__torque_100Nm__temperature_25degC,train,Fw,1500.0,100.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm100.0Nm25.0deg.csv,1223220,7e6f8ca22de3ca839d57790a0cf1aa5459ea88a45453ff4eb1e069a0de006a47
speed_1500rpm__torque_100Nm__temperature_35degC,train,Fw,1500.0,100.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm100.0Nm35.0deg.csv,1248535,6f8edf5971a878476fc78c7477b3b1a4e74edc4eed5756f092977781a99bec58
speed_1500rpm__torque_200Nm__temperature_25degC,train,Fw,1500.0,200.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm200.0Nm25.0deg.csv,1225550,99e2ed18f9f0e792c7d627bec22598c6f778574a4415ef39b0ad852d57e869db
speed_1500rpm__torque_200Nm__temperature_35degC,train,Fw,1500.0,200.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm200.0Nm35.0deg.csv,1245747,2734b0d12baa719cf129d7dc313876b15261e92f9ae5942f738594b5c5a474b3
speed_1500rpm__torque_400Nm__temperature_25degC,train,Fw,1500.0,400.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm400.0Nm25.0deg.csv,1215056,dcee2e021765538e5428069f1a6653bfd7b2043713027dd398e79ca75e65adfe
speed_1500rpm__torque_400Nm__temperature_30degC,train,Fw,1500.0,400.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm400.0Nm30.0deg.csv,1218862,7e4750fde0285f8d7652f03fd3ef872f140119bccc412e0611e28f5949477f9b
speed_1500rpm__torque_400Nm__temperature_35degC,train,Fw,1500.0,400.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm400.0Nm35.0deg.csv,1250064,aede59b94430914f72ec3c1dd592a1e4900d2da961ee1a69c9eec1f59642268c
speed_1500rpm__torque_500Nm__temperature_35degC,train,Fw,1500.0,500.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm500.0Nm35.0deg.csv,1241430,aad95c52000e468fd6c767688bc8a663327a93b005cb6d02b6701da911175749
speed_1500rpm__torque_600Nm__temperature_25degC,train,Fw,1500.0,600.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm600.0Nm25.0deg.csv,1228135,949143f2e3b2250746e78c1209b15ba96c7b8db39fb8090d96630b8ddd1b0887
speed_1500rpm__torque_600Nm__temperature_30degC,train,Fw,1500.0,600.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm600.0Nm30.0deg.csv,1234684,43ebc8ee1e260365a0cba8c3fe8eec3b0696517d7ebecef0765abab40fba9a62
speed_1500rpm__torque_600Nm__temperature_35degC,train,Fw,1500.0,600.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm600.0Nm35.0deg.csv,1257559,d5ccd970cb4b66bbc97163548939d7aa1b5a4854c2128d39346224baca724c29
speed_1500rpm__torque_700Nm__temperature_25degC,train,Fw,1500.0,700.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm700.0Nm25.0deg.csv,1224158,b1c97f590380997e171589d84eca522eab0a073c2fd4572d2a7fd7f48cc667fd
speed_1500rpm__torque_700Nm__temperature_30degC,train,Fw,1500.0,700.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm700.0Nm30.0deg.csv,1253371,096171629d8ee5daa180ee610b9e31365afe3955cc2b6b93f08fec79f19758de
speed_1500rpm__torque_700Nm__temperature_35degC,train,Fw,1500.0,700.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm700.0Nm35.0deg.csv,1252076,7439d9da065bd7554fcfb7c4722ed789b87c130862072cfe253d7fb045cff808
speed_1500rpm__torque_800Nm__temperature_25degC,train,Fw,1500.0,800.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm800.0Nm25.0deg.csv,1228760,0cdf187c5b6f25f4d9b70f5ff472ae82878f6a5ecd1c744bda66c11f0a50609f
speed_1500rpm__torque_800Nm__temperature_35degC,train,Fw,1500.0,800.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm800.0Nm35.0deg.csv,1250885,53b7f161c8e340e078cb1bd810f2475f38e38065ad62acfdc89fe51bd28f34a3
speed_1500rpm__torque_900Nm__temperature_25degC,train,Fw,1500.0,900.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm900.0Nm25.0deg.csv,1227765,e963acebcdfb0cee5837c3808d91da762cf82790de84b6c5d761e1ffe5db7880
speed_1500rpm__torque_1000Nm__temperature_25degC,train,Fw,1500.0,1000.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1000.0Nm25.0deg.csv,1219098,228ccbf9fb2dacc427c26ea2f47c18e68c0eb7c6f83a1fbe0021ca9a9e5014dd
speed_1500rpm__torque_1000Nm__temperature_35degC,train,Fw,1500.0,1000.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1000.0Nm35.0deg.csv,1248634,4e23b9eb61c6981867a5262c0d47e8e00f3f3291e2a9acaebb5e5328957ac0e9
speed_1500rpm__torque_1100Nm__temperature_30degC,train,Fw,1500.0,1100.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1100.0Nm30.0deg.csv,1231552,576be126b37377269edca4c20fcdd916daf11341c3441a1c5f35b2330610ba52
speed_1500rpm__torque_1200Nm__temperature_25degC,train,Fw,1500.0,1200.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1200.0Nm25.0deg.csv,1218911,511184e97d031a26f5fc3111cf57540838ce024cce9e44f634dc4bf4cdb009ac
speed_1500rpm__torque_1200Nm__temperature_35degC,train,Fw,1500.0,1200.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1200.0Nm35.0deg.csv,1243832,e8908a463b201773bfe13e2d3c816919da6a0ce89ce3411ad0f1e1c2993efb38
speed_1500rpm__torque_1300Nm__temperature_30degC,train,Fw,1500.0,1300.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1300.0Nm30.0deg.csv,1214594,8ce426a6a22e27ce57f53e4768cbcc42504d321c1ed476e51a8c200abb7ab357
speed_1500rpm__torque_1300Nm__temperature_35degC,train,Fw,1500.0,1300.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1300.0Nm35.0deg.csv,1248904,ed9b23451ff5dd15ce127d8a6029f1c7c9e00573a11cfe620466d6a2c03cab2d
speed_1500rpm__torque_1500Nm__temperature_25degC,train,Fw,1500.0,1500.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1500.0Nm25.0deg.csv,1217195,15f57a29164cf45a6339dc15fd7dfeda8fd656d63b981c4017927aa08671a1fa
speed_1500rpm__torque_1500Nm__temperature_30degC,train,Fw,1500.0,1500.0,30.0,data/polished_dataset/forward/30degree/1500rpm/1500.0rpm1500.0Nm30.0deg.csv,1220204,95e76c4526baf1037ac9b01e142e14cc2ba1c6c5ac1340bc728b15d7b4a23eca
speed_1500rpm__torque_1500Nm__temperature_35degC,train,Fw,1500.0,1500.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1500.0Nm35.0deg.csv,1245181,8bd008c52d25e49ec97d1b0ab0b5fce930457c9d02bc3bbc57d2251cf0a56ab5
speed_1500rpm__torque_1600Nm__temperature_35degC,train,Fw,1500.0,1600.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1600.0Nm35.0deg.csv,1243667,1cfbfd18aed42744c272779866da408dfbd849e07c99300dd8a5e1941bc8639e
speed_1500rpm__torque_1700Nm__temperature_35degC,train,Fw,1500.0,1700.0,35.0,data/polished_dataset/forward/35degree/1500rpm/1500.0rpm1700.0Nm35.0deg.csv,1243481,5f1ff9a352ae3ebe94782cb06c4059a702f78423f10465f1d5020a847b82bb17
speed_1500rpm__torque_1800Nm__temperature_25degC,train,Fw,1500.0,1800.0,25.0,data/polished_dataset/forward/25degree/1500rpm/1500.0rpm1800.0Nm25.0deg.csv,1223621,ae04ea45957cb6f6f1da82b03c8b300cd1d15c649f00505eba2ee0c9434ab498
speed_1600rpm__torque_0Nm__temperature_35degC,train,Fw,1600.0,0.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm0.0Nm35.0deg.csv,1169321,6bdbb2ad7b4fee54c4062cfe311fae5060d2a180e17e2668f6bcdec1ea26d5e8
speed_1600rpm__torque_100Nm__temperature_25degC,train,Fw,1600.0,100.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm100.0Nm25.0deg.csv,1145467,3f6a1f11a8f6750d17b32088e0e25481c996a80565e1ed81c884b325609a64e8
speed_1600rpm__torque_100Nm__temperature_30degC,train,Fw,1600.0,100.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm100.0Nm30.0deg.csv,1149479,4d9c9310396beb61b0331022a9c2e4cd4218616d8c856b73ce12b43226ffc2ef
speed_1600rpm__torque_100Nm__temperature_35degC,train,Fw,1600.0,100.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm100.0Nm35.0deg.csv,1164771,dbbb56184240a66806fbfb6aaa0cc8fbdaadfd5c216e89e02d8376863bd4d4a9
speed_1600rpm__torque_200Nm__temperature_25degC,train,Fw,1600.0,200.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm200.0Nm25.0deg.csv,1150063,f45ff743e606bc446fa40baab01e5f3aa647a3252ef1d408f9f2e7eabb330534
speed_1600rpm__torque_200Nm__temperature_35degC,train,Fw,1600.0,200.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm200.0Nm35.0deg.csv,1169195,e6335bfcd5688d4f1bdb3d6186a79a805d0e6b6479de3aba271ff3a6717e42e4
speed_1600rpm__torque_300Nm__temperature_25degC,train,Fw,1600.0,300.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm300.0Nm25.0deg.csv,1151696,814f2e7171bdd63606d90756ee59f99cc8f8d67af4e59a9ab054ec1787d6582b
speed_1600rpm__torque_400Nm__temperature_35degC,train,Fw,1600.0,400.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm400.0Nm35.0deg.csv,1174262,8e2223c5b9626c67db048d594258bfbf75080df2e5f51fe4387f71f113d65000
speed_1600rpm__torque_500Nm__temperature_25degC,train,Fw,1600.0,500.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm500.0Nm25.0deg.csv,1147354,a0d70860552b96745280fd69e2b31cb7216f621515b93cf42f3354eb9eb927a4
speed_1600rpm__torque_600Nm__temperature_25degC,train,Fw,1600.0,600.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm600.0Nm25.0deg.csv,1159123,06391fd9efbb136f60b92a06c8513830979761f0ac59992617cfccf2bf66236e
speed_1600rpm__torque_600Nm__temperature_30degC,train,Fw,1600.0,600.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm600.0Nm30.0deg.csv,1153647,4fc5392ff074c66bc8be2f7862aa1ab90f83d1c1c1bd3f0315b817b25f428efc
speed_1600rpm__torque_700Nm__temperature_25degC,train,Fw,1600.0,700.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm700.0Nm25.0deg.csv,1155366,5fb48139c6e4f09883274cedeb0f300db6941d2782933534401d7940d672521c
speed_1600rpm__torque_700Nm__temperature_35degC,train,Fw,1600.0,700.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm700.0Nm35.0deg.csv,1175512,2cae36c05667822c77b99016d765bfe92a85841cd330015c09e67b165cf86344
speed_1600rpm__torque_800Nm__temperature_30degC,train,Fw,1600.0,800.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm800.0Nm30.0deg.csv,1157459,9cf252d5a679e99caddee8e754a5cdc98c7a7e5d0b5e34f663698914c6579653
speed_1600rpm__torque_800Nm__temperature_35degC,train,Fw,1600.0,800.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm800.0Nm35.0deg.csv,1167348,bd7de118e5a25895ce03fda67f6218bbceee6830036b0a01b27cd08f9e8ec755
speed_1600rpm__torque_900Nm__temperature_25degC,train,Fw,1600.0,900.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm900.0Nm25.0deg.csv,1152309,601194b614495d4624495330b799010da77e73632a13b2380435d5cc58f38c66
speed_1600rpm__torque_900Nm__temperature_30degC,train,Fw,1600.0,900.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm900.0Nm30.0deg.csv,1144473,02ce01a8a3a4dd26c55a780a84ca19a6ca1b0e9246da43b789653e778531e467
speed_1600rpm__torque_900Nm__temperature_35degC,train,Fw,1600.0,900.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm900.0Nm35.0deg.csv,1167566,a7c39da685507cea1bdfb580a0df001602392c98c52f1d9e64ef894678588147
speed_1600rpm__torque_1000Nm__temperature_25degC,train,Fw,1600.0,1000.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm1000.0Nm25.0deg.csv,1143378,f0a4e83b7d366927a162a2041df881b14d07def5798ac192904a3c3ae936d835
speed_1600rpm__torque_1000Nm__temperature_30degC,train,Fw,1600.0,1000.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm1000.0Nm30.0deg.csv,1143527,7c552534fdffb084e3f21a949111ff74700386486852fb46cb00992354aac9c4
speed_1600rpm__torque_1000Nm__temperature_35degC,train,Fw,1600.0,1000.0,35.0,data/polished_dataset/forward/35degree/1600rpm/1600.0rpm1000.0Nm35.0deg.csv,1161958,da5a0e1d04f02a6995300b1ed66e1c04b5e4262de45c234ff5d26b051b720ae5
speed_1600rpm__torque_1100Nm__temperature_25degC,train,Fw,1600.0,1100.0,25.0,data/polished_dataset/forward/25degree/1600rpm/1600.0rpm1100.0Nm25.0deg.csv,1145710,b715c0cf7b16cc12f59251657e63a6bc3240af2abf2e0efd57977c8d132493b1
speed_1600rpm__torque_1100Nm__temperature_30degC,train,Fw,1600.0,1100.0,30.0,data/polished_dataset/forward/30degree/1600rpm/1600.0rpm1100.0Nm30.0deg.csv,1137624,f69b88baddd4a0ad68a4a45aa80fd21b29629606c9361caf99630653c75ef263
