condition_id,split,source_path,row_count,source_size_bytes,filesystem_modified_at_utc,filesystem_timestamp_is_acquisition_evidence,forward_valid_row_count,backward_valid_row_count,forward_valid_segment_count,backward_valid_segment_count,valid_overlap_row_count,direction_window_order,inter_window_gap_row_count,inter_window_gap_duration_s,pre_valid_row_count,post_valid_row_count,controlled_warmup_label_available,deterministic_reset_marker_available,minimum_speed_rpm,maximum_speed_rpm,forward_valid_median_speed_rpm,backward_valid_median_speed_rpm,valid_window_direction_sign_pass,sustained_motion_segment_count,sustained_direction_reversal_count,single_reversal_pair_available,repeated_reversal_cycle_pass,repeated_major_loop_pass,minor_loop_marker_available,offline_reversal_oracle_available,real_hysteresis_training_eligible
speed_900rpm__torque_600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm600.0Nm35.0deg.csv,63523,7813975,2026-06-23T17:45:37.517086+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8000,False,False,-902.3189730651211,33618689.75289133,899.9826013993395,-899.9804779984213,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_700Nm__temperature_25degC,test,data/original_dataset/Test_25deg/900rpm/900.0rpm700.0Nm25.0deg.csv,63522,7823851,2026-06-23T17:45:02.576313+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2159,8000,False,False,-902.1811186685227,53058735.204264596,899.9878540659362,-899.9826013314305,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm700.0Nm30.0deg.csv,62223,7596289,2026-06-23T17:45:19.665091+00:00,False,21600,21599,1,1,0,Fw_then_Bw,8861,2.21525,2160,8003,False,False,-902.2470560060659,51886016.29028128,899.9784104671562,-899.9787460003669,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm700.0Nm35.0deg.csv,63524,7752902,2026-06-23T17:45:37.586835+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10164,2.541,2160,8000,False,False,-902.3278020031285,33618726.39991366,899.9790810000075,-899.9736326707837,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm800.0Nm25.0deg.csv,63526,7767920,2026-06-23T17:45:02.608504+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8003,False,False,-902.3611059916826,53058738.324679464,899.9773488006515,-899.9762873281725,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_800Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/900rpm/900.0rpm800.0Nm30.0deg.csv,63526,7738203,2026-06-23T17:45:19.698521+00:00,False,21599,21600,1,1,0,Fw_then_Bw,10164,2.541,2160,8003,False,False,-902.3891575343441,33618734.14618894,899.9790810630657,-899.9773490650114,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm800.0Nm35.0deg.csv,63525,7731517,2026-06-23T17:45:37.617968+00:00,False,21599,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8003,False,False,-902.4891260002429,33617837.06763733,899.9689110011483,-899.9769578028161,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_900Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/900rpm/900.0rpm900.0Nm25.0deg.csv,63522,7751028,2026-06-23T17:45:02.638744+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8000,False,False,-902.6431293265584,53057860.077582136,899.9773487303173,-899.973437335575,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_900Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm900.0Nm30.0deg.csv,61398,7493352,2026-06-23T17:45:19.736596+00:00,False,21600,21600,1,1,0,Fw_then_Bw,8036,2.009,2160,8002,False,False,-902.752931996171,51144470.13834499,899.9661169994699,-899.9741633306257,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_900Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm900.0Nm35.0deg.csv,63525,7733950,2026-06-23T17:45:37.651797+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8003,False,False,-902.6322886735821,33617858.881708205,899.9752253342497,-899.9776279961225,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1000Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm1000.0Nm25.0deg.csv,63524,7751575,2026-06-23T17:45:02.134493+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8002,False,False,-902.8459153293321,53057865.43624487,899.9752253342497,-899.9734373307244,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1000Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/900rpm/900.0rpm1000.0Nm30.0deg.csv,62374,7615628,2026-06-23T17:45:19.172694+00:00,False,21600,21600,1,1,0,Fw_then_Bw,9013,2.25325,2160,8001,False,False,-902.7325919984529,52023764.974661395,899.9667875323212,-899.9731019915392,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1000Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1000.0Nm35.0deg.csv,63523,7736349,2026-06-23T17:45:37.070781+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8001,False,False,-902.8276428677298,33617852.86987166,899.9713696684921,-899.9826017000789,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1100Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/900rpm/900.0rpm1100.0Nm25.0deg.csv,63524,7752924,2026-06-23T17:45:02.164177+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8002,False,False,-902.7350506609462,53057890.39252312,899.974163636216,-899.9718726651432,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1100Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1100.0Nm30.0deg.csv,63522,7731913,2026-06-23T17:45:19.205810+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8000,False,False,-903.0283056005525,33617888.871431,899.9629318665636,-899.9766222647546,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1100.0Nm35.0deg.csv,63525,7733308,2026-06-23T17:45:37.102862+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8002,False,False,-902.8009883962416,33617862.551194,899.9731019333316,-899.9838025677794,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm1200.0Nm25.0deg.csv,63523,7754248,2026-06-23T17:45:02.193266+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8000,False,False,-903.1412933254614,53057903.92253573,899.973828332198,-899.9783823334535,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1200.0Nm30.0deg.csv,63523,7732360,2026-06-23T17:45:19.244947+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8000,False,False,-903.080273400216,33617885.78152652,899.955947000611,-899.9778516687609,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1200Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/900rpm/900.0rpm1200.0Nm35.0deg.csv,63523,7730349,2026-06-23T17:45:37.136309+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10163,2.54075,2160,8000,False,False,-902.9918722614335,33617881.77520052,899.9687153652,-899.9778516687608,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1300Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/900rpm/900.0rpm1300.0Nm25.0deg.csv,63525,7753741,2026-06-23T17:45:02.225120+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8003,False,False,-903.1938760114523,53057911.794763,899.95276183375,-899.9758953383814,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1300Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1300.0Nm30.0deg.csv,61557,7509103,2026-06-23T17:45:19.278659+00:00,False,21600,21600,1,1,0,Fw_then_Bw,8196,2.049,2160,8001,False,False,-903.1089953302095,51288524.46930506,899.9517280681175,-899.9845016660402,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1300.0Nm35.0deg.csv,63524,7736489,2026-06-23T17:45:37.166877+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8003,False,False,-903.3545851319408,33616988.97549846,899.9664522658957,-899.9822100061768,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm1400.0Nm25.0deg.csv,63522,7753845,2026-06-23T17:45:02.255885+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8001,False,False,-904.001444655781,53057000.13337687,899.952426564899,-899.9792486671747,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1400Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/900rpm/900.0rpm1400.0Nm30.0deg.csv,63524,7758950,2026-06-23T17:45:19.315328+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8003,False,False,-903.2661839931583,53057006.32028267,899.9457769314176,-899.9741640048644,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1400.0Nm35.0deg.csv,63524,7734720,2026-06-23T17:45:37.199526+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8003,False,False,-903.3156372703768,33617013.72446493,899.9608084680707,-899.9864013361124,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm1500.0Nm25.0deg.csv,61857,7543537,2026-06-23T17:45:02.285420+00:00,False,21600,21600,1,1,0,Fw_then_Bw,8494,2.1235,2160,8003,False,False,-903.3763220068067,90436725.28434555,899.9531250301516,-899.9895859936562,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1500Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/900rpm/900.0rpm1500.0Nm30.0deg.csv,63521,7733936,2026-06-23T17:45:19.349426+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8000,False,False,-903.4566773334518,33617044.37294993,899.9542147333461,-899.9897538063427,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1500Nm__temperature_35degC,test,data/original_dataset/Test_35deg/900rpm/900.0rpm1500.0Nm35.0deg.csv,63522,7728021,2026-06-23T17:45:37.231085+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8001,False,False,-903.8477763339566,33617014.712690994,899.9632950653904,-899.9804780081225,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1600Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/900rpm/900.0rpm1600.0Nm25.0deg.csv,63524,7750253,2026-06-23T17:45:02.316351+00:00,False,21600,21599,1,1,0,Fw_then_Bw,10162,2.5405,2160,8003,False,False,-903.7474726598399,91937045.72187755,899.961199601724,-899.9857306674434,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1600Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1600.0Nm30.0deg.csv,63524,7735541,2026-06-23T17:45:19.388580+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8002,False,False,-903.6811999976635,33617036.87896966,899.9629319029434,-899.9843334992571,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1600Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/900rpm/900.0rpm1600.0Nm35.0deg.csv,63525,7732914,2026-06-23T17:45:37.264014+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8003,False,False,-903.6078866726408,33617033.60030421,899.9608084680706,-899.985060095787,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1700Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/900rpm/900.0rpm1700.0Nm25.0deg.csv,61369,7485126,2026-06-23T17:45:02.346690+00:00,False,21600,21600,1,1,0,Fw_then_Bw,8007,2.00175,2160,8002,False,False,-903.7267420014057,89997577.1878662,899.9627642333508,-899.972934324372,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1700.0Nm30.0deg.csv,63523,7754447,2026-06-23T17:45:19.428227+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10162,2.5405,2160,8001,False,False,-903.7884886687,53057067.47353107,899.9625686337822,-899.9741913333612,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1700Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1700.0Nm35.0deg.csv,63523,7734828,2026-06-23T17:45:37.297624+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2159,8003,False,False,-903.6211853284234,33616165.65791901,899.9629318665636,-899.9813718692167,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1800Nm__temperature_25degC,train,data/original_dataset/Test_25deg/900rpm/900.0rpm1800.0Nm25.0deg.csv,63524,7756572,2026-06-23T17:45:02.375492+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10161,2.54025,2160,8003,False,False,-903.8509620004334,72497068.82799068,899.9587409295298,-899.9858983346106,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1800Nm__temperature_30degC,train,data/original_dataset/Test_30deg/900rpm/900.0rpm1800.0Nm30.0deg.csv,63520,7738193,2026-06-23T17:45:19.464394+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10160,2.54,2160,8000,False,False,-903.8552083366085,33616157.3890036,899.9639935985518,-899.972766666906,True,2,1,True,False,False,False,True,False
speed_900rpm__torque_1800Nm__temperature_35degC,train,data/original_dataset/Test_35deg/900rpm/900.0rpm1800.0Nm35.0deg.csv,63522,7732086,2026-06-23T17:45:37.331481+00:00,False,21600,21600,1,1,0,Fw_then_Bw,10160,2.54,2160,8002,False,False,-903.7145041317368,33616172.365118,899.9776560643415,-899.981176466099,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_0Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1000rpm/1000.0rpm0.0Nm25.0deg.csv,57806,7058638,2026-06-23T17:44:46.162642+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,977,8002,False,False,-1002.8787888683532,32820443.575456534,999.9933466339523,-999.9982639953183,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_0Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm0.0Nm30.0deg.csv,57802,7049544,2026-06-23T17:45:02.670962+00:00,False,19440,19441,1,1,0,Fw_then_Bw,9944,2.486,976,8001,False,False,-1002.4504177320828,13384435.046687733,1000.0003874326164,-1000.0007227354217,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_0Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm0.0Nm35.0deg.csv,57801,7050756,2026-06-23T17:45:19.774068+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,976,8000,False,False,-1002.9352270066738,13384436.091743398,1000.0010580006348,-1000.0007227354217,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm100.0Nm25.0deg.csv,57788,7055879,2026-06-23T17:44:46.203236+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,963,8000,False,False,-1002.5570913179156,71702433.9690058,999.9949392004056,-999.9975376607229,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_100Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm100.0Nm30.0deg.csv,57788,7053096,2026-06-23T17:45:02.697261+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,963,8000,False,False,-1002.7008693335422,52262435.99625307,999.9919496670676,-999.9910556653049,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_100Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm100.0Nm35.0deg.csv,57791,7035815,2026-06-23T17:45:19.805666+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,963,8003,False,False,-1002.5675967335701,32822465.34576667,999.9905526686538,-1000.0028466650595,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_200Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm200.0Nm25.0deg.csv,57788,7055582,2026-06-23T17:44:46.544213+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,963,8000,False,False,-1002.4757306673564,71702477.34591393,999.9884292665229,-999.9956379955013,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_200Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm200.0Nm30.0deg.csv,57792,7055967,2026-06-23T17:45:02.974204+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9946,2.4865,963,8003,False,False,-1002.362743000655,32822447.92135447,999.9965317316917,-999.996196468904,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_200Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm200.0Nm35.0deg.csv,57792,7039399,2026-06-23T17:45:20.155973+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9946,2.4865,963,8003,False,False,-1002.3196046725691,32822448.26763866,999.9972022681807,-999.9956376656579,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_300Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1000rpm/1000.0rpm300.0Nm25.0deg.csv,57792,7060254,2026-06-23T17:44:46.571083+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,964,8003,False,False,-1002.5717879955967,71702487.71695447,999.9902174022282,-999.9954699887894,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_300Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1000rpm/1000.0rpm300.0Nm30.0deg.csv,57789,7125007,2026-06-23T17:45:03.007854+00:00,False,19439,19440,1,1,0,Fw_then_Bw,9946,2.4865,964,8000,False,False,-1002.5816779913537,32822475.76307514,999.9944083344113,-999.9919496331131,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_300Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm300.0Nm35.0deg.csv,57791,7078610,2026-06-23T17:45:20.185921+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,964,8002,False,False,-1002.9296393331606,32822476.95827827,999.9944083344113,-999.990720297016,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_400Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm400.0Nm25.0deg.csv,56932,6992902,2026-06-23T17:44:46.601674+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9088,2.2720000000000002,964,8000,False,False,-1003.021169337444,90285493.01169808,999.9915864330735,-999.98809400131,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_400Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm400.0Nm30.0deg.csv,57788,7153870,2026-06-23T17:45:03.037083+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8000,False,False,-1002.5083645984218,32821459.931731537,999.9940730679858,-999.9944083295608,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_400Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm400.0Nm35.0deg.csv,57789,7144841,2026-06-23T17:45:20.215443+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8001,False,False,-1002.5479826726951,32821496.24515354,999.9905526638031,-999.9863335688133,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_500Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm500.0Nm25.0deg.csv,57791,7162252,2026-06-23T17:44:46.629225+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8003,False,False,-1002.7931813383475,71701513.34540913,999.9893233325566,-999.9823103329011,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_500Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm500.0Nm30.0deg.csv,57480,7132124,2026-06-23T17:45:03.069135+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9633,2.4082500000000002,964,8003,False,False,-1002.8623040028228,51950508.719365925,999.9923128658944,-999.9880939916087,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_500Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm500.0Nm35.0deg.csv,57788,7146267,2026-06-23T17:45:20.243112+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8000,False,False,-1002.6886314735748,32821499.423794333,1000.0014211994614,-999.9842386653957,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_600Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1000rpm/1000.0rpm600.0Nm25.0deg.csv,57791,7169949,2026-06-23T17:44:46.660722+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8003,False,False,-1002.9762980023709,71701511.7130616,999.9949112340498,-999.984238005709,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_600Nm__temperature_30degC,test,data/original_dataset/Test_30deg/1000rpm/1000.0rpm600.0Nm30.0deg.csv,56536,6961734,2026-06-23T17:45:03.098763+00:00,False,19440,19440,1,1,0,Fw_then_Bw,8691,2.17275,964,8001,False,False,-1002.8391146624926,51008520.447034664,999.9908879338666,-999.9833443337895,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_600Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm600.0Nm35.0deg.csv,57791,7134131,2026-06-23T17:45:20.279373+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8003,False,False,-1002.8500110007976,32821507.754176594,999.9965317341168,-999.9830089315462,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_700Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm700.0Nm25.0deg.csv,57788,7132021,2026-06-23T17:44:46.689254+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9944,2.486,964,8000,False,False,-1002.7686506606792,52261535.735484384,999.991614332733,-999.9821426657338,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_700Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm700.0Nm30.0deg.csv,57791,7048966,2026-06-23T17:45:03.128587+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,964,8002,False,False,-1003.3249855332542,32821532.30778847,999.9937098691589,-999.9849366625615,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_700Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1000rpm/1000.0rpm700.0Nm35.0deg.csv,57792,7067343,2026-06-23T17:45:20.308954+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9945,2.48625,964,8003,False,False,-1002.8317386653121,32821524.296980526,999.995274466831,-999.9905246319636,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_800Nm__temperature_25degC,validation,data/original_dataset/Test_25deg/1000rpm/1000.0rpm800.0Nm25.0deg.csv,57795,7086163,2026-06-23T17:44:46.719436+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9948,2.487,965,8002,False,False,-1002.9131546616554,110577586.02937698,999.9954700663997,-999.9919493372242,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_800Nm__temperature_30degC,validation,data/original_dataset/Test_30deg/1000rpm/1000.0rpm800.0Nm30.0deg.csv,57791,7037101,2026-06-23T17:45:03.156950+00:00,False,19439,19440,1,1,0,Fw_then_Bw,9945,2.48625,965,8002,False,False,-1002.9527731336807,32821535.556614194,999.9866969980454,-999.9888201952369,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_800Nm__temperature_35degC,validation,data/original_dataset/Test_35deg/1000rpm/1000.0rpm800.0Nm35.0deg.csv,57795,7040804,2026-06-23T17:45:20.345623+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8003,False,False,-1002.9566286636207,32816538.34892427,1000.0031814027657,-999.9851044364428,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_900Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm900.0Nm25.0deg.csv,57793,7057283,2026-06-23T17:44:46.746121+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9948,2.487,965,8000,False,False,-1003.0671580073733,110577575.25175832,999.9960009008646,-999.9803826697947,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_900Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm900.0Nm30.0deg.csv,57028,6958642,2026-06-23T17:45:03.186458+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9180,2.295,965,8003,False,False,-1003.2667593332008,51489554.755557135,999.9912511678607,-999.9940449973412,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_900Nm__temperature_35degC,test,data/original_dataset/Test_35deg/1000rpm/1000.0rpm900.0Nm35.0deg.csv,57792,7032313,2026-06-23T17:45:20.377057+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8000,False,False,-1002.9247213290848,32816559.028867472,999.9807179313697,-999.987423332641,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_1000Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm1000.0Nm25.0deg.csv,57795,7054568,2026-06-23T17:44:46.257931+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8003,False,False,-1003.380753332749,91136586.59202972,1000.0007227002545,-999.9870320025366,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_1000Nm__temperature_30degC,train,data/original_dataset/Test_30deg/1000rpm/1000.0rpm1000.0Nm30.0deg.csv,57792,7037809,2026-06-23T17:45:02.725661+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8000,False,False,-1003.4597106665994,32816595.764290474,999.9935422007791,-999.9786504971174,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_1000Nm__temperature_35degC,train,data/original_dataset/Test_35deg/1000rpm/1000.0rpm1000.0Nm35.0deg.csv,57795,7038274,2026-06-23T17:45:19.868239+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8003,False,False,-1003.1745020047917,32816573.8302472,999.9979007989168,-999.9887646699791,True,2,1,True,False,False,False,True,False
speed_1000rpm__torque_1100Nm__temperature_25degC,train,data/original_dataset/Test_25deg/1000rpm/1000.0rpm1100.0Nm25.0deg.csv,57795,7057471,2026-06-23T17:44:46.306619+00:00,False,19440,19440,1,1,0,Fw_then_Bw,9947,2.4867500000000002,965,8003,False,False,-1003.6614346511974,91136605.42421065,1000.0021196659268,-999.9754653351072,True,2,1,True,False,False,False,True,False
